busto,cintura,quadril,altura,ombro,medida correta
88.66,68.45,92.1,158.63,38.3,P
116.38,97.75,120.18,154.54,35.42,GG
115.68,99.47,123.0,150.33,35.04,GG
86.2,67.74,94.96,175.72,37.44,P
97.1,76.43,105.82,158.48,32.81,M
75.79,56.4,82.55,179.17,38.58,PP
88.4,66.29,90.83,171.39,30.05,P
97.08,79.36,105.45,163.43,33.45,M
116.0,98.56,125.49,163.27,37.78,GG
109.28,88.3,113.25,156.95,37.36,G
88.4,65.84,90.9,163.53,37.02,P
89.71,70.79,91.58,175.84,34.39,P
104.68,89.43,112.57,171.51,30.77,G
89.2,69.02,95.67,150.53,39.19,P
116.62,98.09,124.29,168.93,37.88,GG
99.54,77.84,102.91,162.13,38.81,M
79.03,56.72,80.22,176.17,30.86,PP
78.35,58.39,84.67,169.46,38.37,PP
75.92,58.77,80.45,162.69,39.6,PP
76.99,58.36,80.77,161.31,33.96,PP
74.42,59.27,80.98,159.16,32.08,PP
77.43,57.18,82.75,175.76,38.57,PP
84.88,66.81,90.57,158.78,35.54,P
109.46,88.08,110.89,151.03,30.71,G
117.06,97.25,121.89,152.9,31.83,GG
115.85,95.85,123.14,162.57,30.86,GG
84.0,68.1,93.13,161.16,39.88,P
114.08,99.42,124.29,159.88,32.78,GG
86.56,67.96,92.8,157.69,35.17,P
85.98,67.15,95.42,156.1,31.41,P
118.78,99.83,122.45,168.31,35.0,GG
87.23,67.35,91.37,176.81,37.92,P
114.62,96.01,121.66,153.61,35.07,GG
99.76,75.25,102.09,162.68,30.1,M
87.77,66.13,90.34,151.91,30.78,P
86.59,68.87,93.59,171.52,31.4,P
95.26,79.23,104.15,176.94,38.71,M
119.49,95.22,124.32,166.45,30.88,GG
118.82,96.72,122.91,156.75,32.08,GG
108.08,88.8,115.67,176.0,32.56,G
108.39,86.56,110.94,177.36,34.56,G
104.94,88.56,110.81,178.48,34.48,G
119.37,98.68,123.6,174.34,32.86,GG
94.58,78.27,105.16,151.61,39.36,M
108.61,87.29,115.82,177.06,39.17,G
99.51,76.4,103.67,152.52,38.39,M
95.77,77.74,103.58,173.51,35.18,M
119.16,100.04,124.13,175.34,33.17,GG
79.8,58.39,82.36,152.16,35.77,PP
107.01,87.37,115.51,171.87,34.88,G
108.24,88.9,110.36,154.79,38.97,G
114.86,99.37,123.47,153.02,37.14,GG
97.15,78.79,102.1,172.7,32.41,M
94.82,80.96,102.66,157.03,37.12,M
115.42,98.11,125.3,151.95,36.51,GG
108.44,88.71,111.71,178.03,30.62,G
114.91,99.81,120.78,160.03,34.51,GG
84.88,68.0,93.07,164.68,38.02,P
84.07,65.34,94.74,160.21,32.0,P
99.12,78.84,104.23,165.71,36.69,M
74.69,59.29,83.84,179.99,31.65,PP
115.81,95.96,125.07,177.61,30.44,GG
99.56,77.21,101.29,178.69,38.52,M
75.11,57.26,85.46,165.52,36.92,PP
85.26,65.71,95.7,157.99,30.61,P
77.65,55.43,82.75,167.67,36.92,PP
85.74,68.16,92.87,162.6,36.61,P
77.27,56.87,81.44,150.58,34.34,PP
94.99,77.83,102.19,158.09,31.95,M
108.85,87.68,115.84,164.97,35.92,G
107.32,87.96,115.8,151.99,36.07,G
108.74,85.07,113.03,154.14,32.81,G
99.11,77.2,100.93,174.3,37.6,M
107.17,89.84,115.49,162.15,33.99,G
79.38,56.72,82.42,161.01,31.86,PP
118.5,100.52,124.8,160.65,39.04,GG
88.06,69.6,95.93,160.24,31.41,P
106.84,87.02,111.92,159.83,35.14,G
96.12,76.44,101.58,154.28,33.96,M
94.58,77.73,105.85,170.76,30.17,M
78.85,60.47,83.94,166.6,34.13,PP
97.62,78.49,105.3,157.09,31.74,M
88.58,67.09,91.61,170.22,37.74,P
87.71,65.72,90.39,158.9,36.65,P
74.72,59.34,83.46,165.66,33.43,PP
119.16,96.09,121.2,179.08,30.67,GG
74.43,56.17,81.47,164.49,35.99,PP
98.18,79.43,100.27,175.29,36.55,M
88.83,69.51,91.05,177.22,36.74,P
79.16,56.11,84.89,179.69,37.33,PP
106.78,88.28,111.07,173.8,38.24,G
74.17,57.33,83.5,159.49,30.13,PP
105.05,88.28,115.36,179.68,30.99,G
117.88,95.95,124.79,168.03,33.63,GG
99.43,80.2,105.56,154.16,30.06,M
104.61,86.86,114.72,154.34,34.53,G
75.69,58.54,82.46,155.72,30.11,PP
88.19,69.48,92.4,157.25,30.96,P
106.18,87.53,111.43,161.6,32.38,G
74.43,56.53,81.97,165.69,32.49,PP
97.07,76.86,102.89,167.41,38.35,M
114.59,99.39,123.79,165.76,30.34,GG
86.45,70.13,95.19,163.25,32.78,P
98.75,80.33,102.35,155.09,39.57,M
75.11,57.77,85.3,162.0,37.49,PP
117.76,98.88,124.0,153.28,38.31,GG
106.4,85.9,114.0,177.6,33.41,G
74.57,56.05,84.96,167.56,36.05,PP
75.07,58.08,81.75,151.24,36.57,PP
85.1,70.62,93.64,170.6,33.23,P
104.16,90.78,114.55,176.66,31.25,G
74.96,57.36,82.41,166.47,39.15,PP
106.52,90.03,114.16,169.03,32.36,G
86.69,65.21,91.59,154.92,32.63,P
96.14,80.06,105.76,170.94,36.84,M
75.69,57.09,80.14,154.76,31.69,PP
115.47,96.31,122.44,157.3,39.86,GG
87.1,65.35,94.33,163.31,36.41,P
109.74,89.19,110.21,155.83,37.42,G
109.91,87.0,112.72,158.85,33.93,G
89.37,70.43,92.27,163.05,31.33,P
84.63,65.1,91.91,177.39,32.02,P
104.81,90.97,111.52,168.63,38.43,G
87.24,69.19,94.44,155.69,39.5,P
74.77,59.88,84.06,162.07,36.95,PP
96.28,77.19,101.57,165.44,32.78,M
75.1,61.0,82.31,175.41,34.1,PP
99.88,76.03,103.91,173.63,39.35,M
119.08,97.51,121.95,154.4,39.1,GG
75.81,59.65,81.31,154.62,39.71,PP
107.66,89.38,114.65,169.05,39.32,G
74.27,55.81,82.46,174.19,32.96,PP
87.14,68.13,90.03,161.74,35.02,P
86.15,70.57,95.79,174.28,38.22,P
107.08,87.66,114.08,159.0,30.03,G
98.08,79.1,100.83,170.1,31.82,M
85.75,67.1,94.2,153.11,34.55,P
78.65,56.16,85.51,152.81,34.67,PP
117.72,95.85,121.3,156.75,32.19,GG
116.36,99.0,123.33,175.0,35.83,GG
84.53,65.54,95.6,152.91,31.38,P
77.89,60.14,85.59,173.03,37.25,PP
118.69,97.72,121.03,162.67,34.76,GG
79.48,56.04,85.46,161.04,32.88,PP
77.61,56.34,82.28,177.73,30.65,PP
114.43,98.16,121.53,154.75,37.91,GG
95.01,77.65,104.79,150.33,34.36,M
119.38,98.33,121.55,157.31,30.36,GG
96.74,78.75,103.08,156.43,35.31,M
89.86,70.27,94.81,158.28,32.98,P
88.28,67.97,90.03,170.64,39.43,P
74.54,57.47,84.24,171.16,34.03,PP
96.33,76.65,103.58,159.11,32.07,M
117.32,97.03,122.57,153.07,37.03,GG
78.9,57.05,80.72,163.74,37.99,PP
117.31,100.49,122.27,159.85,32.4,GG
86.99,67.55,95.43,163.91,31.17,P
117.49,98.58,122.13,170.42,31.16,GG
95.14,76.71,101.59,166.67,39.74,M
76.99,59.9,82.31,154.75,33.6,PP
79.99,55.41,84.36,154.88,30.04,PP
95.05,75.83,104.48,179.92,34.88,M
99.76,78.44,103.05,178.44,39.58,M
97.79,77.67,100.68,150.54,31.06,M
117.59,99.24,122.38,162.58,30.97,GG
98.57,77.99,100.82,166.85,33.61,M
88.89,66.47,93.17,160.1,37.99,P
98.97,78.65,105.03,179.23,35.38,M
88.55,70.21,93.27,163.16,34.5,P
116.11,98.31,124.81,177.92,35.74,GG
75.94,55.27,82.13,150.35,39.7,PP
94.35,80.16,105.92,152.81,37.94,M
76.9,59.54,80.16,158.37,38.98,PP
75.51,57.0,83.89,179.7,38.43,PP
88.56,69.72,92.2,170.88,38.01,P
87.29,66.47,93.01,152.34,32.21,P
116.24,97.87,123.66,165.31,30.07,GG
79.04,57.55,80.63,177.0,30.58,PP
94.36,75.97,104.3,164.86,39.17,M
105.27,90.16,112.21,176.77,33.26,G
119.81,98.0,124.71,176.87,36.16,GG
74.91,56.09,80.66,158.21,39.3,PP
76.37,56.45,85.28,171.94,36.71,PP
87.18,67.43,95.84,151.32,39.85,P
79.74,55.6,83.46,176.61,35.3,PP
99.9,77.36,103.4,167.92,37.0,M
117.5,95.31,121.75,158.04,38.4,GG
74.6,56.46,85.12,159.23,35.21,PP
95.73,80.56,103.31,179.05,36.25,M
86.38,67.64,91.18,175.91,34.2,P
77.76,55.7,82.43,167.63,39.65,PP
116.92,99.92,124.69,156.15,33.68,GG
95.98,79.99,102.61,178.97,37.91,M
85.46,65.58,92.63,156.27,36.07,P
94.23,80.73,105.95,175.95,37.72,M
118.69,100.6,125.23,161.69,36.31,GG
79.32,55.85,82.49,169.07,37.6,PP
85.11,65.66,90.6,178.46,30.5,P
118.23,95.79,120.27,153.35,38.56,GG
108.56,90.68,114.07,179.36,31.1,G
89.23,69.75,94.96,174.04,31.89,P
117.75,100.96,121.73,171.3,38.95,GG
98.7,80.54,105.08,172.14,39.66,M
115.99,100.93,123.66,171.72,37.39,GG
89.5,68.87,90.36,179.59,30.89,P
87.08,68.91,90.04,162.22,39.48,P
78.43,57.25,83.35,170.92,30.29,PP
86.19,69.62,91.94,163.49,33.71,P
108.85,87.87,111.07,159.85,39.69,G
84.52,66.68,93.7,156.96,38.26,P
108.18,88.57,111.23,153.92,36.76,G
115.54,99.17,120.62,151.15,30.14,GG
85.58,70.13,90.79,179.52,39.55,P
116.67,100.74,120.65,153.54,39.91,GG
79.12,57.53,80.79,162.77,36.26,PP
77.04,57.62,84.34,173.66,38.24,PP
119.64,95.49,125.64,163.06,39.62,GG
104.83,90.52,111.47,164.98,34.0,G
74.54,59.88,83.77,170.38,37.7,PP
109.39,88.19,111.93,177.32,38.8,G
89.57,66.91,93.74,170.78,35.02,P
94.49,77.95,104.56,160.19,33.82,M
84.64,69.4,91.06,160.25,36.27,P
106.91,89.99,115.14,175.64,36.07,G
105.95,85.8,110.11,178.78,31.6,G
115.79,95.43,125.53,179.12,36.36,GG
108.66,86.52,114.29,162.72,39.8,G
94.9,79.44,100.46,173.24,31.33,M
99.86,79.73,104.51,166.29,37.65,M
75.72,56.7,85.65,165.33,35.81,PP
106.34,87.0,110.87,150.9,30.99,G
105.39,87.87,114.59,154.49,32.97,G
79.46,55.15,83.84,177.83,35.92,PP
105.38,86.26,112.78,161.84,31.4,G
108.18,87.96,112.46,160.11,31.18,G
77.14,56.75,84.31,164.08,31.77,PP
106.61,85.74,111.16,156.72,32.67,G
116.99,99.81,122.17,166.79,31.53,GG
114.47,95.75,123.13,161.31,38.25,GG
105.71,88.05,110.41,169.73,36.61,G
74.34,58.11,80.04,152.58,34.16,PP
117.38,96.65,120.53,154.98,39.91,GG
86.39,67.16,90.0,158.54,34.13,P
96.41,80.32,100.78,169.97,31.82,M
109.05,87.24,112.77,165.57,31.76,G
94.13,76.51,103.79,178.42,30.76,M
114.63,95.8,121.9,171.74,34.08,GG
97.8,76.33,103.72,174.47,37.81,M
74.03,59.47,85.68,151.66,30.91,PP
94.31,80.74,100.11,163.49,31.38,M
96.42,75.48,104.82,179.59,33.71,M
75.74,56.06,85.16,178.35,34.43,PP
116.3,99.74,121.89,170.19,36.82,GG
106.35,89.8,115.78,174.44,31.48,G
108.31,85.72,114.48,162.44,33.82,G
87.65,69.3,91.49,159.28,35.82,P
107.41,88.33,110.34,177.37,31.43,G
75.75,55.37,85.81,160.89,34.02,PP
85.8,70.44,91.04,156.94,36.05,P
105.5,87.32,111.05,159.8,39.49,G
87.03,69.73,95.56,177.92,34.89,P
75.48,57.3,82.96,153.18,34.49,PP
75.96,57.72,83.92,168.33,31.92,PP
114.96,95.61,125.93,162.13,37.16,GG
89.04,67.18,91.01,158.59,31.95,P
78.8,55.64,82.32,162.43,36.14,PP
87.52,68.46,93.39,163.12,35.43,P
106.05,87.38,110.84,170.51,37.15,G
99.95,80.15,104.02,151.15,36.19,M
99.92,77.12,103.99,159.64,35.04,M
85.21,69.05,95.81,168.76,35.81,P
115.88,99.13,125.72,173.7,31.17,GG
104.55,89.87,115.93,174.95,31.93,G
77.33,58.76,85.18,177.33,33.1,PP
115.31,96.65,121.3,157.09,32.03,GG
95.23,75.14,103.29,160.67,39.36,M
78.42,58.57,83.29,171.68,31.58,PP
87.96,66.74,94.12,166.91,37.46,P
114.8,99.27,125.62,153.06,35.31,GG
104.97,88.23,111.18,167.77,32.22,G
95.82,77.57,105.47,151.11,36.77,M
116.83,99.04,120.54,159.42,38.16,GG
119.42,97.03,121.97,175.0,35.65,GG
99.7,78.55,100.78,167.32,39.33,M
105.59,89.54,115.34,164.12,37.31,G
95.52,78.68,101.26,171.41,30.11,M
86.07,65.79,90.53,166.98,31.78,P
107.21,88.09,114.23,177.11,36.91,G
75.11,60.13,82.86,160.24,35.26,PP
109.1,85.93,111.26,165.26,39.82,G
104.06,86.0,113.14,158.91,32.13,G
109.9,85.35,112.23,179.26,36.51,G
94.37,79.27,102.58,158.77,30.05,M
76.76,57.51,80.02,162.38,33.74,PP
76.17,60.6,81.03,161.65,37.83,PP
86.57,70.44,93.71,164.1,37.31,P
117.97,96.67,124.75,157.13,31.34,GG
90.0,68.65,94.61,156.08,33.38,P
118.58,97.34,124.75,151.93,30.23,GG
95.06,76.96,101.58,161.14,38.95,M
115.22,95.92,122.35,155.88,31.81,GG
77.96,60.45,84.24,172.12,37.11,PP
75.74,60.6,84.56,173.06,38.31,PP
97.95,79.01,101.64,177.81,38.63,M
95.88,79.53,104.4,176.39,30.95,M
76.79,56.77,82.32,167.81,32.33,PP
117.9,96.79,122.01,157.0,31.48,GG
94.89,77.84,104.51,177.77,39.91,M
77.91,60.23,83.55,173.46,32.41,PP
99.54,80.64,103.54,169.53,36.84,M
98.22,76.53,103.95,173.34,33.58,M
99.33,79.83,105.89,162.94,39.88,M
86.07,67.22,94.41,176.5,33.49,P
106.54,87.96,110.08,155.86,31.6,G
88.05,67.67,92.04,177.21,32.79,P
87.46,65.41,95.39,177.54,37.29,P
106.51,89.0,115.18,151.28,34.1,G
108.21,85.63,110.16,173.62,33.7,G
97.0,79.79,104.29,165.19,32.45,M
76.5,60.56,81.93,167.5,33.7,PP
95.08,79.57,103.2,171.96,33.23,M
115.37,97.6,125.46,160.75,39.14,GG
115.03,97.86,123.81,166.49,35.46,GG
108.79,88.83,111.78,159.84,35.01,G
95.51,79.84,104.81,160.5,33.52,M
107.24,85.83,111.47,167.56,32.86,G
79.02,60.19,85.69,166.12,33.49,PP
119.71,100.52,121.88,154.67,37.81,GG
95.0,76.72,101.04,165.84,33.79,M
115.48,95.32,120.1,178.69,31.28,GG
96.44,78.65,100.92,179.9,39.15,M
89.6,69.78,90.86,178.21,39.18,P
75.73,58.68,80.9,171.3,38.02,PP
77.81,60.94,84.15,179.29,33.69,PP
74.37,56.63,80.69,172.59,36.27,PP
107.39,85.82,113.25,161.68,30.08,G
85.92,69.3,93.49,158.85,30.66,P
107.14,90.78,115.07,166.54,37.84,G
78.39,55.65,81.97,179.24,36.17,PP
76.52,56.09,85.13,151.24,34.44,PP
94.41,80.51,104.48,171.24,38.31,M
118.27,100.15,121.95,159.06,32.65,GG
104.11,87.72,114.15,166.18,37.87,G
108.29,89.44,115.31,168.09,36.44,G
87.02,67.46,94.91,153.39,31.79,P
114.64,96.53,120.98,153.34,35.83,GG
88.38,65.68,95.42,152.9,34.03,P
96.55,78.38,100.8,159.66,30.14,M
99.06,77.12,102.21,167.88,37.58,M
115.79,95.04,125.66,150.26,33.48,GG
98.52,77.47,104.7,176.72,30.53,M
79.04,55.65,81.95,152.91,31.4,PP
98.18,78.26,100.79,177.85,38.74,M
106.82,88.13,115.64,169.29,34.85,G
78.74,57.07,85.75,158.83,36.64,PP
78.35,57.93,80.51,160.43,32.93,PP
84.18,66.43,94.22,150.66,31.34,P
84.73,70.3,92.86,161.94,30.43,P
106.07,90.68,113.48,164.37,33.77,G
86.01,65.42,94.98,176.39,37.89,P
85.31,66.36,91.84,167.71,39.62,P
117.8,96.68,124.34,165.87,34.23,GG
87.6,70.55,92.13,176.23,35.24,P
115.75,99.36,125.14,152.77,37.0,GG
118.55,95.68,123.12,161.67,30.08,GG
75.05,57.48,80.92,152.77,39.97,PP
105.06,89.09,113.31,167.36,34.0,G
96.55,78.77,101.2,170.83,36.51,M
89.72,70.08,95.37,169.37,37.47,P
77.69,56.16,85.5,153.51,32.68,PP
99.28,76.63,105.38,171.92,30.08,M
114.8,95.93,125.7,153.46,30.41,GG
104.74,89.95,113.12,160.2,32.4,G
106.72,88.35,114.7,178.72,36.49,G
75.48,59.23,85.67,151.9,31.97,PP
108.14,85.94,112.29,167.28,37.32,G
78.57,60.98,84.14,163.84,31.26,PP
74.67,56.29,85.78,170.35,32.14,PP
76.89,58.53,84.5,168.64,34.08,PP
99.13,75.84,105.6,157.86,34.77,M
106.86,89.81,114.31,178.72,33.87,G
115.46,99.35,121.96,174.81,35.6,GG
104.22,86.17,113.5,179.05,32.34,G
116.61,99.77,125.77,156.09,30.52,GG
107.35,86.82,111.01,157.33,37.19,G
117.3,98.86,124.66,158.65,39.22,GG
99.13,78.59,105.57,176.21,35.22,M
116.52,96.24,124.74,174.33,32.21,GG
77.4,57.72,83.19,175.72,36.1,PP
87.2,67.42,92.46,175.99,37.2,P
79.17,56.76,81.94,150.15,39.93,PP
117.69,95.49,120.4,169.93,35.19,GG
84.75,67.78,91.5,172.46,39.55,P
94.13,79.72,105.41,163.43,38.06,M
77.94,58.69,82.1,176.81,37.54,PP
89.37,70.98,95.18,169.27,35.58,P
75.78,59.41,80.91,156.78,38.62,PP
86.78,70.47,91.99,173.43,37.85,P
117.66,100.57,120.27,171.25,38.62,GG
75.21,56.96,83.83,165.23,36.68,PP
85.68,67.45,91.51,179.58,31.76,P
94.47,77.25,104.03,150.94,36.75,M
118.31,95.85,120.06,168.64,32.46,GG
97.41,80.47,103.25,178.66,37.65,M
104.95,90.89,112.89,157.72,31.98,G
89.9,65.22,91.38,160.09,39.29,P
107.92,88.44,111.62,166.89,33.35,G
114.92,98.18,121.99,157.14,32.9,GG
104.86,89.36,114.23,156.9,34.2,G
115.08,100.29,125.18,157.57,36.63,GG
106.67,88.49,113.15,154.06,34.95,G
96.37,78.03,101.78,163.03,31.31,M
118.37,97.91,121.62,159.95,35.07,GG
118.9,95.27,124.27,179.44,30.08,GG
114.26,97.17,123.48,153.75,37.98,GG
89.72,68.72,91.6,177.2,38.18,P
84.19,66.32,90.72,151.09,34.81,P
118.78,96.72,125.47,168.39,35.79,GG
116.25,98.13,125.52,175.76,32.22,GG
109.45,88.3,110.02,174.55,33.93,G
78.17,59.03,81.01,157.04,33.01,PP
118.11,99.98,123.56,177.82,38.0,GG
77.54,55.86,80.12,174.97,37.2,PP
116.3,98.7,123.49,163.5,30.12,GG
88.62,69.11,92.96,151.65,36.92,P
105.51,87.84,110.61,166.17,38.96,G
78.91,60.56,81.99,175.7,39.08,PP
104.2,89.35,113.83,162.87,37.42,G
77.6,55.42,81.13,156.41,38.34,PP
105.4,90.98,112.95,160.06,39.2,G
74.13,58.95,84.29,173.88,38.41,PP
85.98,65.44,95.63,169.13,37.6,P
86.65,66.75,91.81,162.4,36.8,P
106.17,88.2,115.67,160.5,33.63,G
88.86,70.58,94.18,165.22,34.96,P
87.77,69.51,91.89,163.43,37.12,P
96.25,76.29,105.39,155.1,37.33,M
94.57,76.32,100.67,175.71,33.25,M
105.37,86.01,113.22,153.56,39.38,G
86.81,66.89,92.41,176.63,34.3,P
116.76,98.66,124.11,152.57,39.92,GG
84.44,65.73,92.64,153.62,33.57,P
84.63,65.1,93.03,179.26,36.16,P
109.52,89.74,111.45,161.98,30.74,G
108.54,89.03,110.25,176.28,38.41,G
88.54,66.5,94.13,169.38,35.9,P
84.36,65.48,93.73,161.14,39.56,P
118.07,98.5,122.35,167.76,32.95,GG
77.76,59.57,84.86,162.97,38.0,PP
76.53,59.04,83.33,163.31,31.3,PP
97.16,77.54,104.02,177.59,30.82,M
84.06,66.11,93.45,175.3,39.76,P
114.71,100.69,124.14,165.31,32.88,GG
87.71,68.9,95.41,173.77,39.16,P
106.92,90.6,112.71,163.74,30.12,G
78.97,60.8,82.73,178.83,36.29,PP
95.33,75.31,100.68,174.17,30.88,M
85.87,65.33,91.85,175.62,38.1,P
79.98,59.07,81.3,154.95,33.24,PP
88.31,65.66,90.32,178.0,32.31,P
118.86,98.95,120.61,174.88,37.52,GG
106.44,89.72,115.55,171.0,35.49,G
108.37,88.9,111.31,175.65,31.9,G
74.69,56.7,85.13,158.29,30.5,PP
74.1,59.17,81.0,175.0,35.92,PP
107.3,87.18,113.24,164.44,37.11,G
118.93,95.82,124.08,167.19,38.59,GG
106.79,86.33,110.23,157.35,33.73,G
85.0,69.95,94.06,154.43,39.21,P
77.55,58.5,80.42,166.84,31.9,PP
104.38,85.7,110.16,176.15,36.45,G
99.28,78.0,102.78,162.5,31.81,M
106.63,85.85,114.51,168.92,35.25,G
109.24,86.3,113.4,152.06,36.57,G
97.71,80.73,102.14,157.4,36.73,M
119.34,97.74,124.36,153.82,37.55,GG
89.04,65.46,90.39,156.12,39.3,P
119.98,100.06,124.3,173.54,34.06,GG
94.02,77.25,105.8,155.17,35.37,M
75.47,58.11,81.33,169.52,33.27,PP
84.7,66.6,94.06,157.11,30.22,P
87.25,70.06,94.67,166.43,35.58,P
86.7,67.26,91.97,156.18,32.36,P
95.61,77.77,103.92,155.0,36.9,M
97.4,77.37,101.69,174.18,36.47,M
107.01,85.14,115.84,150.54,37.72,G
116.36,100.69,124.41,160.84,36.91,GG
109.02,85.29,115.86,172.71,36.42,G
78.0,55.91,80.75,171.39,33.18,PP
96.21,76.08,103.98,156.75,32.04,M
76.16,59.5,80.09,168.92,33.6,PP
84.57,65.79,95.98,175.13,33.07,P
118.14,97.37,123.29,155.05,37.94,GG
98.36,78.75,103.79,166.37,39.2,M
86.98,70.99,95.41,169.29,32.83,P
77.23,59.76,83.79,151.24,32.93,PP
88.32,69.05,93.03,172.05,32.03,P
85.2,69.44,91.89,159.47,31.71,P
84.66,67.79,90.32,154.4,39.52,P
114.26,99.42,120.78,154.61,35.63,GG
107.72,85.28,111.94,159.99,32.34,G
76.49,60.59,85.18,176.96,35.53,PP
118.51,97.59,123.5,152.75,38.19,GG
107.94,85.5,112.5,160.25,37.72,G
109.21,87.08,111.04,152.26,39.09,G
95.08,76.32,104.39,177.26,32.39,M
94.25,75.85,103.43,159.88,31.81,M
76.12,56.38,85.3,162.01,35.49,PP
105.6,89.3,114.8,174.16,38.64,G
114.31,100.11,125.77,160.83,36.18,GG
109.92,87.47,111.05,162.78,33.44,G
118.52,98.88,122.76,154.23,31.66,GG
98.39,76.83,101.39,165.73,35.96,M
104.21,85.31,112.87,161.08,30.57,G
119.05,97.06,122.1,169.21,34.17,GG
86.27,67.35,94.72,170.29,38.81,P
106.04,85.89,112.91,174.62,37.76,G
87.83,68.86,95.06,161.68,30.28,P
105.52,90.26,110.27,151.44,32.84,G
86.98,67.73,90.42,159.86,32.87,P
114.55,98.66,122.88,176.67,36.17,GG
98.2,80.22,101.09,166.99,31.69,M
108.09,86.16,114.06,158.29,37.53,G
105.97,90.63,112.72,178.56,31.16,G
97.66,80.58,104.72,169.88,32.98,M
88.38,68.84,92.2,151.86,39.21,P
97.46,76.41,101.43,159.19,36.34,M
88.89,66.65,91.91,160.51,39.63,P
99.51,76.51,103.78,151.86,38.45,M
114.91,99.07,122.58,169.39,36.28,GG
79.43,59.13,85.61,171.46,30.15,PP
77.1,60.64,82.14,158.49,37.82,PP
78.1,57.53,84.06,156.01,38.4,PP
107.57,89.61,112.53,176.43,39.7,G
76.63,58.91,81.3,161.79,32.91,PP
94.0,78.31,104.3,170.79,33.87,M
117.87,98.65,122.12,179.7,36.24,GG
98.91,78.24,103.85,169.3,34.69,M
115.96,96.33,120.78,171.89,36.96,GG
108.03,90.3,110.42,154.11,32.7,G
105.96,87.64,114.16,154.28,31.27,G
114.53,96.64,123.96,174.85,34.57,GG
94.1,80.2,102.33,175.89,39.27,M
88.71,65.27,90.94,151.7,32.1,P
98.74,79.96,104.78,158.99,31.09,M
117.18,100.83,123.86,160.02,32.2,GG
97.33,80.37,101.47,176.9,37.35,M
104.34,86.33,112.4,172.49,36.46,G
116.2,98.41,123.77,157.88,35.16,GG
76.45,56.6,85.18,163.98,32.8,PP
86.16,65.7,94.09,167.22,32.74,P
88.67,68.56,91.31,163.7,34.91,P
99.89,79.12,104.95,177.54,39.77,M
96.39,75.9,105.18,174.78,37.33,M
99.68,80.88,100.72,155.38,35.1,M
105.55,86.57,110.9,161.65,37.52,G
89.0,69.33,93.12,163.56,34.92,P
99.77,76.83,104.65,159.27,34.66,M
89.02,65.58,93.47,152.01,34.0,P
107.89,85.33,115.59,179.5,35.45,G
96.7,76.64,102.09,157.65,32.11,M
115.82,99.84,121.28,162.17,35.77,GG
108.54,87.1,113.73,159.76,32.58,G
118.17,97.86,125.75,169.43,32.87,GG
88.05,67.56,93.67,174.08,30.23,P
86.81,70.09,90.55,153.8,30.08,P
96.34,75.91,101.59,152.73,30.46,M
76.19,59.88,84.38,162.84,37.84,PP
89.76,68.66,91.28,154.07,35.44,P
77.42,56.62,83.09,161.19,39.62,PP
119.83,98.56,123.25,175.94,39.16,GG
105.69,88.85,111.57,166.92,30.42,G
95.2,80.46,101.01,178.28,33.78,M
94.84,79.69,105.39,157.54,32.72,M
84.29,69.34,93.66,169.43,37.53,P
107.74,86.25,111.98,178.91,31.24,G
84.81,69.9,94.41,178.26,39.49,P
96.41,78.64,100.98,166.31,30.37,M
78.84,56.17,81.82,151.75,32.6,PP
104.69,86.72,114.6,170.14,33.64,G
97.77,77.46,103.45,176.35,34.34,M
106.76,90.27,112.31,174.83,37.62,G
117.23,100.09,125.14,177.04,30.71,GG
104.01,88.26,115.25,171.85,31.27,G
89.84,65.7,92.44,174.26,37.26,P
116.28,98.88,124.75,162.8,39.4,GG
76.17,58.57,81.68,175.41,38.43,PP
84.6,68.27,95.42,160.47,33.7,P
115.43,98.26,125.24,167.48,32.39,GG
98.99,78.32,101.95,163.37,30.67,M
75.6,59.63,80.0,159.76,31.22,PP
74.27,59.77,81.4,161.77,32.25,PP
77.97,57.82,82.54,161.72,30.95,PP
108.92,90.68,114.57,164.9,36.46,G
109.88,89.04,111.98,171.87,31.95,G
105.51,86.34,112.33,172.72,35.15,G
76.97,58.59,81.34,158.96,33.39,PP
108.22,88.43,110.91,169.54,30.66,G
99.58,76.32,101.52,170.12,30.15,M
114.35,97.15,124.85,164.52,38.77,GG
78.82,58.65,82.48,166.25,34.19,PP
105.13,87.51,112.42,153.48,34.26,G
79.77,55.52,82.32,156.48,38.93,PP
116.36,96.61,122.37,157.17,38.66,GG
75.1,58.3,81.81,156.92,39.28,PP
109.73,87.15,112.25,159.21,31.95,G
107.0,88.51,115.32,168.34,36.73,G
87.07,66.61,93.17,166.86,36.26,P
108.75,87.55,110.55,173.66,38.12,G
118.6,98.98,122.63,156.58,35.34,GG
104.75,85.71,110.69,173.92,37.6,G
84.71,70.94,93.11,169.89,38.51,P
87.13,67.09,92.48,153.77,32.63,P
107.88,86.18,112.81,167.58,35.83,G
108.68,85.88,114.37,169.52,35.95,G
106.71,87.58,115.83,150.43,32.55,G
94.93,80.46,103.15,158.36,37.71,M
78.61,56.09,84.18,157.96,32.53,PP
77.21,59.34,85.01,174.65,38.75,PP
95.23,77.17,103.25,165.84,36.96,M
75.43,60.2,82.84,163.85,38.61,PP
74.17,59.15,83.57,162.22,32.55,PP
107.93,85.45,114.65,158.03,36.94,G
107.28,90.06,113.18,161.72,32.91,G
